#  BAND   34          
#EF=   0.00000     NDOS= 5     NENRG=  539    Gaussian bradening: 0.00300
# ENERGY    2:DZ2          2:DXY          2:DX2Y2        2:DXZ+DYZ      2:DXZ+DYZ   
  -6.37985    0.05096873    0.00039891    0.02927125    0.00006667    0.00006667
  -6.35264    0.05260157    0.00045209    0.03531732    0.00007327    0.00007327
  -6.32542    0.05438128    0.00051113    0.04277580    0.00008036    0.00008036
  -6.29821    0.05630208    0.00057637    0.05170466    0.00008795    0.00008795
  -6.27100    0.05849599    0.00064812    0.06273155    0.00009606    0.00009606
  -6.24379    0.06116703    0.00072652    0.07717747    0.00010473    0.00010473
  -6.21658    0.06449859    0.00081202    0.09650087    0.00011399    0.00011399
  -6.18937    0.06883010    0.00090595    0.12414712    0.00012379    0.00012379
  -6.16216    0.07478175    0.00100935    0.16650400    0.00013418    0.00013418
  -6.13494    0.08194549    0.00112184    0.21941333    0.00014530    0.00014530
  -6.10773    0.08841630    0.00124243    0.26352164    0.00015679    0.00015679
  -6.08052    0.09346818    0.00137054    0.29214102    0.00016764    0.00016764
  -6.05331    0.09813900    0.00150549    0.31629357    0.00017713    0.00017713
  -6.02610    0.10343815    0.00164706    0.34388268    0.00018516    0.00018516
  -5.99889    0.10910952    0.00179443    0.37494349    0.00019184    0.00019184
  -5.97168    0.11192906    0.00194311    0.39646214    0.00019752    0.00019752
  -5.94447    0.10626511    0.00208820    0.38067037    0.00020294    0.00020294
  -5.91725    0.09341635    0.00222907    0.32995635    0.00020880    0.00020880
  -5.89004    0.08213396    0.00236626    0.28440750    0.00021531    0.00021531
  -5.86283    0.07417601    0.00249922    0.25285870    0.00022229    0.00022229
  -5.83562    0.06771664    0.00263067    0.22728470    0.00022969    0.00022969
  -5.80841    0.06297292    0.00276344    0.20946617    0.00023739    0.00023739
  -5.78120    0.05949983    0.00289566    0.19764732    0.00024497    0.00024497
  -5.75399    0.05638521    0.00302550    0.18737429    0.00025238    0.00025238
  -5.72677    0.05326223    0.00315340    0.17674839    0.00026010    0.00026010
  -5.69956    0.05021489    0.00331925    0.16599213    0.00026871    0.00026871
  -5.67235    0.04755276    0.00393990    0.15647645    0.00027818    0.00027818
  -5.64514    0.04537230    0.00662884    0.14895184    0.00028780    0.00028780
  -5.61793    0.04346631    0.01282919    0.14288296    0.00029710    0.00029710
  -5.59072    0.04167738    0.02076513    0.14001942    0.00030631    0.00030631
  -5.56351    0.03989089    0.02777338    0.15957700    0.00031595    0.00031595
  -5.53629    0.03803697    0.03341219    0.26437971    0.00032740    0.00032740
  -5.50908    0.03622699    0.03856302    0.48456293    0.00034354    0.00034354
  -5.48187    0.03467674    0.04342625    0.69195545    0.00036595    0.00036595
  -5.45466    0.03344516    0.04722723    0.76585203    0.00039275    0.00039275
  -5.42745    0.03241234    0.05112812    0.75413960    0.00042259    0.00042259
  -5.40024    0.03145085    0.05602360    0.72433364    0.00045526    0.00045526
  -5.37303    0.03047181    0.06102610    0.69054943    0.00049159    0.00049159
  -5.34581    0.02949363    0.06589717    0.65707320    0.00053452    0.00053452
  -5.31860    0.02864267    0.07097452    0.63259202    0.00058653    0.00058653
  -5.29139    0.02790946    0.07637033    0.61227918    0.00064692    0.00064692
  -5.26418    0.02715336    0.08206302    0.59007704    0.00071501    0.00071501
  -5.23697    0.02628600    0.08801328    0.56477857    0.00079428    0.00079428
  -5.20976    0.02542353    0.09418830    0.54071265    0.00089085    0.00089085
  -5.18255    0.02478878    0.10058074    0.52415973    0.00100691    0.00100691
  -5.15533    0.02437256    0.10727325    0.51162809    0.00113958    0.00113958
  -5.12812    0.02400778    0.11442533    0.49800146    0.00128738    0.00128738
  -5.10091    0.02362062    0.12220744    0.48395953    0.00145796    0.00145796
  -5.07370    0.02311104    0.13077500    0.46888846    0.00166395    0.00166395
  -5.04649    0.02230020    0.14025350    0.45096782    0.00191842    0.00191842
  -5.01928    0.02132613    0.15064192    0.43342015    0.00223477    0.00223477
  -4.99207    0.02052344    0.16188785    0.42188856    0.00261745    0.00261745
  -4.96486    0.02006561    0.17427912    0.41347021    0.00307357    0.00307357
  -4.93764    0.01993350    0.18795693    0.40356970    0.00363040    0.00363040
  -4.91043    0.01998563    0.20314655    0.39518273    0.00438974    0.00438974
  -4.88322    0.01982082    0.22084507    0.38554668    0.00565601    0.00565601
  -4.85601    0.01903236    0.24250977    0.36966249    0.00773817    0.00773817
  -4.82880    0.01795925    0.27012095    0.35428935    0.01036735    0.01036735
  -4.80159    0.01717657    0.30306152    0.34328046    0.01392570    0.01392570
  -4.77438    0.01697982    0.33271524    0.33566013    0.02241401    0.02241401
  -4.74716    0.01707202    0.34991458    0.33186868    0.04669884    0.04669884
  -4.71995    0.01676645    0.35736921    0.32552710    0.10943813    0.10943813
  -4.69274    0.01616569    0.36225393    0.30893788    0.20046985    0.20046985
  -4.66553    0.01552489    0.36922503    0.29135674    0.26192084    0.26192084
  -4.63832    0.01475538    0.37844184    0.27632490    0.28450871    0.28450871
  -4.61111    0.01376926    0.38737807    0.25519118    0.28082195    0.28082195
  -4.58390    0.01291922    0.39438814    0.22923273    0.26706105    0.26706105
  -4.55668    0.01254652    0.39887163    0.20643091    0.27391315    0.27391315
  -4.52947    0.01251868    0.40046090    0.18795972    0.29626268    0.29626268
  -4.50226    0.01241470    0.39892402    0.17026117    0.30358139    0.30358139
  -4.47505    0.01211789    0.39697778    0.15200979    0.29519531    0.29519531
  -4.44784    0.01172918    0.39412120    0.13413732    0.27878460    0.27878460
  -4.42063    0.01140966    0.39004138    0.11672854    0.25416014    0.25416011
  -4.39342    0.01138326    0.39658496    0.09960988    0.24340232    0.24340230
  -4.36620    0.01149694    0.41405463    0.08425745    0.25446084    0.25446084
  -4.33899    0.01157194    0.43315336    0.07114779    0.27457526    0.27457526
  -4.31178    0.01182083    0.45035961    0.06005342    0.29420745    0.29420748
  -4.28457    0.01239716    0.46181521    0.05107012    0.31363481    0.31363484
  -4.25736    0.01322648    0.45400062    0.04415356    0.33604908    0.33604908
  -4.23015    0.01421743    0.42007133    0.03913592    0.36134407    0.36134407
  -4.20294    0.01529868    0.38185090    0.03571019    0.38925305    0.38925305
  -4.17572    0.01641745    0.35325372    0.03346624    0.41291073    0.41291079
  -4.14851    0.01761517    0.33211285    0.03162838    0.43329230    0.43329233
  -4.12130    0.01895361    0.31503627    0.02958924    0.45998472    0.45998472
  -4.09409    0.02044583    0.30030760    0.02763878    0.48844287    0.48844287
  -4.06688    0.02201528    0.28764850    0.02579570    0.51494926    0.51494926
  -4.03967    0.02358785    0.27601185    0.02402559    0.53640985    0.53640985
  -4.01246    0.02517532    0.26618001    0.02265862    0.55509138    0.55509138
  -3.98524    0.02679268    0.26113310    0.02188102    0.57287347    0.57287347
  -3.95803    0.02846215    0.26245832    0.02138247    0.59103084    0.59103084
  -3.93082    0.03032120    0.26964369    0.02087417    0.61277425    0.61277425
  -3.90361    0.03237786    0.27979800    0.02029225    0.63595259    0.63595259
  -3.87640    0.03453346    0.28938237    0.01960033    0.65785545    0.65785539
  -3.84919    0.03674522    0.29608202    0.01875949    0.67975718    0.67975718
  -3.82198    0.03897632    0.29780161    0.01776214    0.70187676    0.70187676
  -3.79476    0.04127058    0.29553193    0.01669623    0.72402996    0.72402996
  -3.76755    0.04384260    0.29373121    0.01566712    0.74854726    0.74854726
  -3.74034    0.04677990    0.29389590    0.01469927    0.77656138    0.77656132
  -3.71313    0.04997314    0.29464650    0.01380347    0.80911320    0.80911320
  -3.68592    0.05341571    0.29555267    0.01288729    0.84711939    0.84711921
  -3.65871    0.05706530    0.29685825    0.01177104    0.88768852    0.88768852
  -3.63150    0.06084873    0.29903427    0.01048814    0.92966551    0.92966551
  -3.60429    0.06488116    0.30220452    0.00920546    0.97949100    0.97949100
  -3.57707    0.06935612    0.30560285    0.00803643    1.04812479    1.04812479
  -3.54986    0.07451443    0.30833599    0.00703495    1.14872193    1.14872193
  -3.52265    0.08059560    0.30991596    0.00620493    1.25547326    1.25547326
  -3.49544    0.08734110    0.31045255    0.00551451    1.31028211    1.31028211
  -3.46823    0.09420647    0.31051654    0.00490211    1.31992590    1.31992590
  -3.44102    0.10147630    0.31149042    0.00437057    1.32172334    1.32172334
  -3.41381    0.10970350    0.31323251    0.00399860    1.31883597    1.31883597
  -3.38659    0.11901267    0.31467217    0.00373899    1.29948294    1.29948294
  -3.35938    0.12993641    0.31797296    0.00347195    1.25985575    1.25985575
  -3.33217    0.14363027    0.32253024    0.00323413    1.18105674    1.18105674
  -3.30496    0.15958139    0.32339934    0.00307589    1.06231201    1.06231201
  -3.27775    0.17570339    0.32008773    0.00296651    0.95298547    0.95298547
  -3.25054    0.19263075    0.31740654    0.00286903    0.87489337    0.87489337
  -3.22333    0.21409950    0.31826809    0.00279386    0.81510264    0.81510264
  -3.19611    0.24586432    0.32181421    0.00276435    0.76470089    0.76470083
  -3.16890    0.28837928    0.32440192    0.00278805    0.71914119    0.71914119
  -3.14169    0.34022391    0.32346371    0.00286450    0.67670900    0.67670900
  -3.11448    0.41729677    0.32048300    0.00300699    0.63869774    0.63869774
  -3.08727    0.49914187    0.31858101    0.00324707    0.60484749    0.60484749
  -3.06006    0.53571177    0.32396117    0.00365769    0.57062995    0.57062995
  -3.03285    0.59627718    0.33757898    0.00449905    0.53553176    0.53553176
  -3.00563    0.92450339    0.35008726    0.00621464    0.51495600    0.51495606
  -2.97842    1.72098935    0.35951692    0.00802899    0.51306778    0.51306778
  -2.95121    2.31174016    0.36387387    0.00771401    0.50375348    0.50375348
  -2.92400    1.93916702    0.36149326    0.00562473    0.49060723    0.49060723
  -2.89679    1.32554531    0.36033100    0.00427189    0.49390510    0.49390510
  -2.86958    1.02554834    0.36542198    0.00409075    0.50670892    0.50670892
  -2.84237    0.90611285    0.37366825    0.00436290    0.52031219    0.52031219
  -2.81515    0.84401363    0.38003716    0.00484369    0.54029649    0.54029649
  -2.78794    0.81796783    0.38370383    0.00554723    0.57117337    0.57117337
  -2.76073    0.81759930    0.37586600    0.00652304    0.60789406    0.60789406
  -2.73352    0.82453364    0.32775268    0.00773212    0.64475763    0.64475763
  -2.70631    0.83884698    0.23797472    0.00915658    0.68396086    0.68396086
  -2.67910    0.86176497    0.14423402    0.01118023    0.77149796    0.77149796
  -2.65189    0.88545215    0.07493077    0.01356318    1.02766645    1.02766645
  -2.62468    0.89907980    0.04639845    0.01562666    1.52039123    1.52039123
  -2.59746    0.91633254    0.04700726    0.01854808    2.09739852    2.09739852
  -2.57025    0.96476996    0.05511763    0.02289071    2.54786372    2.54786372
  -2.54304    1.05597603    0.06145169    0.02855935    2.99405217    2.99405217
  -2.51583    1.11021173    0.06403976    0.03620396    3.36661053    3.36661053
  -2.48862    1.01447690    0.06482829    0.04793550    3.29274225    3.29274225
  -2.46141    0.84125906    0.06797589    0.07240757    2.85635853    2.85635853
  -2.43420    0.71618772    0.07409053    0.11601857    2.37065935    2.37065935
  -2.40698    0.64794141    0.08068668    0.16364396    1.91973948    1.91973960
  -2.37977    0.60092825    0.08659949    0.20047145    1.45596063    1.45596063
  -2.35256    0.56025040    0.09250334    0.23240483    1.04870903    1.04870903
  -2.32535    0.52456969    0.09775248    0.26541153    0.80426008    0.80426008
  -2.29814    0.49538979    0.10139345    0.29004017    0.67075300    0.67075300
  -2.27093    0.47839546    0.10379702    0.29615170    0.57550293    0.57550293
  -2.24372    0.48181158    0.10575945    0.29518715    0.51359779    0.51359779
  -2.21650    0.48905477    0.10694601    0.29062200    0.48503721    0.48503721
  -2.18929    0.48259026    0.10698288    0.28368112    0.47698474    0.47698474
  -2.16208    0.50483024    0.10703902    0.28351063    0.48460421    0.48460421
  -2.13487    0.58728439    0.10875732    0.30114877    0.50513375    0.50513369
  -2.10766    0.72615755    0.11391848    0.35428590    0.53243101    0.53243101
  -2.08045    0.93323225    0.12374674    0.46187809    0.56746417    0.56746417
  -2.05324    1.16809559    0.13794334    0.58614850    0.60569555    0.60569555
  -2.02602    1.36519682    0.15734790    0.64336562    0.63560861    0.63560861
  -1.99881    1.54651809    0.17876299    0.61574256    0.65601879    0.65601879
  -1.97160    1.67888522    0.19105265    0.52211350    0.67007977    0.67007983
  -1.94439    1.65692878    0.19258325    0.39425606    0.68223011    0.68223011
  -1.91718    1.44302833    0.19013141    0.27016851    0.68697733    0.68697727
  -1.88997    1.19310713    0.18716934    0.18324865    0.68410790    0.68410790
  -1.86276    1.03851080    0.18551664    0.13704307    0.68154961    0.68154955
  -1.83554    0.95771068    0.18413609    0.11098175    0.68246341    0.68246335
  -1.80833    0.90379155    0.18084426    0.09051552    0.68648350    0.68648344
  -1.78112    0.86056483    0.17793073    0.07407886    0.69313014    0.69313014
  -1.75391    0.82287359    0.17653289    0.06148774    0.70042229    0.70042235
  -1.72670    0.79318333    0.17613444    0.05165663    0.70866060    0.70866066
  -1.69949    0.77164108    0.17701867    0.04406121    0.72011048    0.72011048
  -1.67228    0.74572110    0.17876673    0.03769681    0.73360640    0.73360640
  -1.64506    0.69948053    0.18197641    0.03208601    0.74527967    0.74527967
  -1.61785    0.64241379    0.19110052    0.02819991    0.75358665    0.75358671
  -1.59064    0.60903013    0.21076281    0.02664237    0.76166278    0.76166278
  -1.56343    0.57482857    0.24606304    0.02740902    0.77257466    0.77257466
  -1.53622    0.48406693    0.30906084    0.03160414    0.78846848    0.78846848
  -1.50901    0.35927883    0.41041639    0.04028101    0.81125450    0.81125450
  -1.48180    0.26579818    0.52806860    0.05166814    0.83811164    0.83811164
  -1.45458    0.21811658    0.62202424    0.06352769    0.86390865    0.86390865
  -1.42737    0.19447851    0.69428849    0.07605276    0.88815671    0.88815671
  -1.40016    0.17922390    0.77224457    0.08978257    0.91234583    0.91234583
  -1.37295    0.16679768    0.86770689    0.10376357    0.93498850    0.93498850
  -1.34574    0.15485922    0.96032405    0.11651014    0.95538378    0.95538378
  -1.31853    0.14294942    1.04256833    0.12846483    0.98126477    0.98126477
  -1.29132    0.13148724    1.14091301    0.14069501    1.01877010    1.01877010
  -1.26411    0.12014800    1.25538290    0.15306862    1.06936717    1.06936717
  -1.23689    0.10865809    1.34887564    0.16479661    1.13190937    1.13190937
  -1.20968    0.09705586    1.40828037    0.17579055    1.20422709    1.20422709
  -1.18247    0.08608590    1.46009731    0.18670358    1.29658473    1.29658484
  -1.15526    0.07642382    1.54377794    0.19775383    1.41615665    1.41615677
  -1.12805    0.06776515    1.68448603    0.20824037    1.52254403    1.52254403
  -1.10084    0.05930247    1.88312948    0.21750790    1.56669354    1.56669354
  -1.07363    0.05130427    2.06884599    0.22679593    1.56163847    1.56163847
  -1.04641    0.04410977    2.12176657    0.23765366    1.53540146    1.53540146
  -1.01920    0.03765406    1.99761510    0.24962075    1.47494411    1.47494411
  -0.99199    0.03190131    1.72662723    0.26119339    1.37686157    1.37686157
  -0.96478    0.02712649    1.44380772    0.27337149    1.28930581    1.28930581
  -0.93757    0.02340677    1.22360504    0.28707144    1.24901199    1.24901187
  -0.91036    0.02037720    1.04493153    0.30342233    1.23503101    1.23503101
  -0.88315    0.01791758    0.87933493    0.32847926    1.19453132    1.19453132
  -0.85593    0.01605719    0.70511913    0.36237001    1.11362946    1.11362946
  -0.82872    0.01452632    0.53139907    0.38871652    1.04053497    1.04053497
  -0.80151    0.01303610    0.40071794    0.39144468    1.01754558    1.01754558
  -0.77430    0.01180962    0.31018078    0.38297328    1.05833387    1.05833387
  -0.74709    0.01145456    0.24609900    0.40277871    1.11402905    1.11402905
  -0.71988    0.01176717    0.19397545    0.45210400    1.10049176    1.10049176
  -0.69267    0.01170493    0.13148426    0.48964557    1.05517769    1.05517769
  -0.66545    0.01109356    0.07919084    0.50003314    1.00608540    1.00608540
  -0.63824    0.01059035    0.05089882    0.49488708    0.89441496    0.89441496
  -0.61103    0.01049540    0.03551882    0.48091763    0.71320266    0.71320266
  -0.58382    0.01075067    0.02522152    0.46439141    0.54245114    0.54245114
  -0.55661    0.01125599    0.01794418    0.45542184    0.41685063    0.41685063
  -0.52940    0.01189736    0.01308011    0.45542213    0.32401237    0.32401237
  -0.50219    0.01263174    0.01011285    0.46174985    0.24968849    0.24968849
  -0.47497    0.01353696    0.00854567    0.47534561    0.18315044    0.18315044
  -0.44776    0.01473682    0.00797226    0.49912396    0.12332427    0.12332427
  -0.42055    0.01616432    0.00789233    0.52971786    0.07265306    0.07265306
  -0.39334    0.01723401    0.00752508    0.54222751    0.03257237    0.03257237
  -0.36613    0.01761352    0.00657563    0.52221900    0.01044130    0.01044130
  -0.33892    0.01797167    0.00572194    0.50059336    0.00337421    0.00337421
  -0.31171    0.01863392    0.00521889    0.49211520    0.00184882    0.00184882
  -0.28449    0.01941499    0.00485323    0.48886651    0.00145750    0.00145750
  -0.25728    0.02006346    0.00452490    0.48613805    0.00125126    0.00125126
  -0.23007    0.01988288    0.00421507    0.47914118    0.00109575    0.00109575
  -0.20286    0.01807498    0.00391903    0.46246168    0.00096960    0.00096960
  -0.17565    0.01505171    0.00363498    0.43821952    0.00086557    0.00086557
  -0.14844    0.01217005    0.00336261    0.41516790    0.00077814    0.00077814
  -0.12123    0.01031123    0.00310171    0.39934146    0.00070239    0.00070239
  -0.09401    0.00922055    0.00285262    0.38879475    0.00063481    0.00063481
  -0.06680    0.00838357    0.00261589    0.37969184    0.00057347    0.00057347
  -0.03959    0.00760642    0.00239191    0.37063369    0.00051755    0.00051755
  -0.01238    0.00686105    0.00218228    0.36155084    0.00046687    0.00046687
   0.01483    0.00614461    0.00199024    0.35240769    0.00042157    0.00042157
   0.04204    0.00546776    0.00182083    0.34327823    0.00038185    0.00038185
   0.06925    0.00489368    0.00167691    0.33515364    0.00034773    0.00034773
   0.09646    0.00447370    0.00155359    0.32887772    0.00031857    0.00031857
   0.12368    0.00415529    0.00144318    0.32374594    0.00029343    0.00029343
   0.15089    0.00387187    0.00134060    0.31870320    0.00027146    0.00027146
   0.17810    0.00360271    0.00124331    0.31339639    0.00025199    0.00025199
   0.20531    0.00334626    0.00115070    0.30810228    0.00023447    0.00023447
   0.23252    0.00310301    0.00106307    0.30309710    0.00021862    0.00021862
   0.25973    0.00287260    0.00098050    0.29837796    0.00020440    0.00020440
   0.28694    0.00265541    0.00090288    0.29395494    0.00019169    0.00019169
   0.31416    0.00245287    0.00083009    0.28984129    0.00018022    0.00018022
   0.34137    0.00226539    0.00076188    0.28579101    0.00016969    0.00016969
   0.36858    0.00209507    0.00069822    0.28164843    0.00015985    0.00015985
   0.39579    0.00194962    0.00063936    0.27764797    0.00015060    0.00015060
   0.42300    0.00183215    0.00058538    0.27401978    0.00014185    0.00014185
   0.45021    0.00173092    0.00053615    0.27062383    0.00013356    0.00013356
   0.47742    0.00163538    0.00049162    0.26738039    0.00012582    0.00012582
   0.50464    0.00154303    0.00045169    0.26437673    0.00011876    0.00011876
   0.53185    0.00145324    0.00041587    0.26164654    0.00011246    0.00011246
   0.55906    0.00136527    0.00038334    0.25912431    0.00010683    0.00010683
   0.58627    0.00127949    0.00035336    0.25667360    0.00010172    0.00010172
   0.61348    0.00119687    0.00032546    0.25413272    0.00009700    0.00009700
   0.64069    0.00111835    0.00029930    0.25134435    0.00009258    0.00009258
   0.66790    0.00104472    0.00027451    0.24818140    0.00008837    0.00008837
   0.69512    0.00097691    0.00025092    0.24479501    0.00008429    0.00008429
   0.72233    0.00091626    0.00022874    0.24155784    0.00008036    0.00008036
   0.74954    0.00086343    0.00020814    0.23857704    0.00007671    0.00007671
   0.77675    0.00081747    0.00018910    0.23588358    0.00007344    0.00007344
   0.80396    0.00077615    0.00017164    0.23358028    0.00007054    0.00007054
   0.83117    0.00073738    0.00015568    0.23150636    0.00006787    0.00006787
   0.85838    0.00070027    0.00014112    0.22940865    0.00006534    0.00006534
   0.88559    0.00066479    0.00012789    0.22720399    0.00006288    0.00006288
   0.91281    0.00063134    0.00011595    0.22493872    0.00006050    0.00006050
   0.94002    0.00060054    0.00010522    0.22277439    0.00005822    0.00005822
   0.96723    0.00057272    0.00009552    0.22095442    0.00005610    0.00005610
   0.99444    0.00054626    0.00008664    0.21947999    0.00005421    0.00005421
   1.02165    0.00051811    0.00007840    0.21804857    0.00005255    0.00005255
   1.04886    0.00048809    0.00007074    0.21654606    0.00005104    0.00005104
   1.07607    0.00045832    0.00006364    0.21495050    0.00004982    0.00004982
   1.10329    0.00043148    0.00005708    0.21312025    0.00005028    0.00005028
   1.13050    0.00041174    0.00005100    0.21084936    0.00005729    0.00005729
   1.15771    0.00040493    0.00004534    0.20801850    0.00007917    0.00007917
   1.18492    0.00041557    0.00004010    0.20489447    0.00012060    0.00012060
   1.21213    0.00044088    0.00003531    0.20192277    0.00017605    0.00017605
   1.23934    0.00046925    0.00003099    0.19932373    0.00023500    0.00023500
   1.26655    0.00049202    0.00002715    0.19721700    0.00029237    0.00029237
   1.29377    0.00051296    0.00002379    0.19561486    0.00035274    0.00035274
   1.32098    0.00054201    0.00002088    0.19430333    0.00042432    0.00042432
   1.34819    0.00058399    0.00001837    0.19318564    0.00050997    0.00050997
   1.37540    0.00063776    0.00001618    0.19241859    0.00060431    0.00060431
   1.40261    0.00069951    0.00001425    0.19191311    0.00069885    0.00069885
   1.42982    0.00076449    0.00001250    0.19121148    0.00079160    0.00079160
   1.45703    0.00083161    0.00001088    0.19033505    0.00089333    0.00089333
   1.48425    0.00090278    0.00000940    0.18961979    0.00102694    0.00102694
   1.51146    0.00097833    0.00000804    0.18859716    0.00121270    0.00121270
   1.53867    0.00105785    0.00000681    0.18636440    0.00144552    0.00144552
   1.56588    0.00114305    0.00000573    0.18333422    0.00170291    0.00170291
   1.59309    0.00123422    0.00000479    0.18033114    0.00196831    0.00196831
   1.62030    0.00133258    0.00000399    0.17805299    0.00223054    0.00223054
   1.64751    0.00146011    0.00000330    0.17677061    0.00244581    0.00244581
   1.67473    0.00171730    0.00000267    0.17446664    0.00242512    0.00242512
   1.70194    0.00243905    0.00000210    0.17050497    0.00203462    0.00203462
   1.72915    0.00393143    0.00000167    0.16818215    0.00150959    0.00150959
   1.75636    0.00570782    0.00000140    0.16606452    0.00104538    0.00104538
   1.78357    0.00696646    0.00000126    0.16183910    0.00076424    0.00076424
   1.81078    0.00769700    0.00000122    0.15894927    0.00080570    0.00080570
   1.83799    0.00843062    0.00000125    0.15809202    0.00113683    0.00113683
   1.86521    0.00944833    0.00000138    0.15805189    0.00163129    0.00163129
   1.89242    0.01065848    0.00000163    0.15838762    0.00212979    0.00212979
   1.91963    0.01183585    0.00000197    0.15873659    0.00251915    0.00251915
   1.94684    0.01279336    0.00000238    0.16099344    0.00280378    0.00280378
   1.97405    0.01346358    0.00000283    0.16613831    0.00303252    0.00303252
   2.00126    0.01391400    0.00000333    0.16917560    0.00318510    0.00318510
   2.02847    0.01437312    0.00000389    0.16509809    0.00325094    0.00325094
   2.05569    0.01500701    0.00000446    0.15588993    0.00331072    0.00331072
   2.08290    0.01571736    0.00000503    0.14825688    0.00339591    0.00339591
   2.11011    0.01632145    0.00000561    0.14810926    0.00347143    0.00347143
   2.13732    0.01683065    0.00000625    0.14798248    0.00352987    0.00352987
   2.16453    0.01737773    0.00000693    0.12482697    0.00359227    0.00359227
   2.19174    0.01799857    0.00000765    0.07583473    0.00367003    0.00367003
   2.21895    0.01863540    0.00000836    0.03144469    0.00375895    0.00375895
   2.24617    0.01926800    0.00000905    0.01084227    0.00385322    0.00385322
   2.27338    0.01990618    0.00000972    0.00533888    0.00395171    0.00395171
   2.30059    0.02054357    0.00001036    0.00380213    0.00405581    0.00405581
   2.32780    0.02114814    0.00001100    0.00283222    0.00416378    0.00416378
